"","Year","Month","GEO","Value","Type"
"21372",2012," Dec","Toronto Airport"," 53.3%","Hotel Occupancy Rate"
"21373",2012," Dec","GTA West"," 48.3%","Hotel Occupancy Rate"
"21374",2012," Dec","GTA East North"," 43.3%","Hotel Occupancy Rate"
"21375",2012," Dec","London"," 42.1%","Hotel Occupancy Rate"
"21376",2012," Dec","Windsor"," 36.6%","Hotel Occupancy Rate"
"21377",2012," Dec","Niagara Falls"," 40.4%","Hotel Occupancy Rate"
"21378",2012," Dec","Other Niagara Region"," 29.5%","Hotel Occupancy Rate"
"21379",2012," Dec","Other Southern Ontario"," 33.2%","Hotel Occupancy Rate"
"21380",2012," Dec","Eastern Ontario"," 37.7%","Hotel Occupancy Rate"
"21381",2012," Dec","Kingston"," 36%","Hotel Occupancy Rate"
"21382",2012," Dec","Other Eastern Ontario"," 38.8%","Hotel Occupancy Rate"
"21383",2012," Dec","Ottawa"," 48.9%","Hotel Occupancy Rate"
"21384",2012," Dec","Downtown Ottawa"," 51.6%","Hotel Occupancy Rate"
"21385",2012," Dec","Ottawa West"," 48.7%","Hotel Occupancy Rate"
"21386",2012," Dec","Ottawa East"," 34.6%","Hotel Occupancy Rate"
"21387",2012," Dec","Greater Vancouver"," 48%","Hotel Occupancy Rate"
"21388",2012," Dec","Central Ontario"," 35.9%","Hotel Occupancy Rate"
"21389",2012," Dec","Downtown Vancouver"," 47.7%","Hotel Occupancy Rate"
"21390",2012," Dec","Vancouver Island"," 40.4%","Hotel Occupancy Rate"
"21391",2012," Dec","Whistler Resort Area"," 61.3%","Hotel Occupancy Rate"
"21392",2012," Dec","Alberta Resorts"," 47.1%","Hotel Occupancy Rate"
"21393",2012," Dec","Calgary"," 53.4%","Hotel Occupancy Rate"
"21394",2012," Dec","Edmonton"," 51.2%","Hotel Occupancy Rate"
"21395",2012," Dec","Regina"," 58.8%","Hotel Occupancy Rate"
"21396",2012," Dec","Winnipeg"," 50.1%","Hotel Occupancy Rate"
"21397",2012," Dec","Greater Montreal"," 50.1%","Hotel Occupancy Rate"
"21398",2012," Dec","Downtown Montreal"," 47.3%","Hotel Occupancy Rate"
"21399",2012," Dec","Montreal Airport Laval"," 56.2%","Hotel Occupancy Rate"
"21400",2012," Dec","Greater Quebec City"," 47.6%","Hotel Occupancy Rate"
"21401",2012," Dec","Moncton"," 38.5%","Hotel Occupancy Rate"
"21402",2012," Dec","Halifax Dartmouth"," 40.2%","Hotel Occupancy Rate"
"21403",2012," Dec","St Johns"," 53.8%","Hotel Occupancy Rate"
"21404",2012," Dec","Canada"," 46.1%","Hotel Occupancy Rate"
"21405",2012," Dec","British Columbia"," 43.3%","Hotel Occupancy Rate"
"21406",2012," Dec","Manitoba"," 48.1%","Hotel Occupancy Rate"
"21407",2012," Dec","New Brunswick"," 35.1%","Hotel Occupancy Rate"
"21408",2012," Dec","Nova Scotia"," 37.3%","Hotel Occupancy Rate"
"21409",2012," Dec","Ontario"," 45.4%","Hotel Occupancy Rate"
"21410",2012," Dec","Quebec"," 48.7%","Hotel Occupancy Rate"
"21411",2012," Dec","Saskatchewan"," 51.6%","Hotel Occupancy Rate"
"21412",2012," Dec","Newfoundland"," 49.3%","Hotel Occupancy Rate"
"21413",2012," Dec","Southern Ontario"," $41.49","Revenue per Available Room"
"21414",2012," Dec","Kitchener Waterloo Cambridge Guelph"," $44.5","Revenue per Available Room"
"21415",2012," Dec","Hamilton Brantford"," $41.76","Revenue per Available Room"
"21416",2012," Dec","North Eastern Ontario"," $45.9","Revenue per Available Room"
"21417",2012," Dec","North Bay"," $37.83","Revenue per Available Room"
"21418",2012," Dec","Sudbury"," $52.3","Revenue per Available Room"
"21419",2012," Dec","North Central Ontario"," $0","Revenue per Available Room"
"21420",2012," Dec","Sault Ste Marie"," $31.26","Revenue per Available Room"
"21421",2012," Dec","North Western Ontario"," $43.63","Revenue per Available Room"
"21422",2012," Dec","Thunder Bay"," $46.72","Revenue per Available Room"
"21423",2012," Dec","Greater Toronto Area"," $60.62","Revenue per Available Room"
"21424",2012," Dec","Downtown Toronto"," $79.5","Revenue per Available Room"
"21425",2012," Dec","Toronto Airport"," $53.17","Revenue per Available Room"
"21426",2012," Dec","GTA West"," $49.2","Revenue per Available Room"
"21427",2012," Dec","GTA East North"," $46.51","Revenue per Available Room"
"21428",2012," Dec","London"," $37.96","Revenue per Available Room"
"21429",2012," Dec","Windsor"," $35","Revenue per Available Room"
"21430",2012," Dec","Niagara Falls"," $47.17","Revenue per Available Room"
"21431",2012," Dec","Other Niagara Region"," $28.13","Revenue per Available Room"
"21432",2012," Dec","Other Southern Ontario"," $31.57","Revenue per Available Room"
"21433",2012," Dec","Eastern Ontario"," $37.06","Revenue per Available Room"
"21434",2012," Dec","Kingston"," $35.89","Revenue per Available Room"
"21435",2012," Dec","Other Eastern Ontario"," $37.79","Revenue per Available Room"
"21436",2012," Dec","Ottawa"," $65.01","Revenue per Available Room"
"21437",2012," Dec","Downtown Ottawa"," $70.4","Revenue per Available Room"
"21438",2012," Dec","Ottawa West"," $64.08","Revenue per Available Room"
"21439",2012," Dec","Ottawa East"," $38.27","Revenue per Available Room"
"21440",2012," Dec","Greater Vancouver"," $54.89","Revenue per Available Room"
"21441",2012," Dec","Central Ontario"," $45.53","Revenue per Available Room"
"21442",2012," Dec","Downtown Vancouver"," $60.69","Revenue per Available Room"
"21443",2012," Dec","Vancouver Island"," $42.37","Revenue per Available Room"
"21444",2012," Dec","Whistler Resort Area"," $202.5","Revenue per Available Room"
"21445",2012," Dec","Alberta Resorts"," $95.39","Revenue per Available Room"
"21446",2012," Dec","Calgary"," $75.77","Revenue per Available Room"
"21447",2012," Dec","Edmonton"," $60.83","Revenue per Available Room"
"21448",2012," Dec","Regina"," $71.85","Revenue per Available Room"
"21449",2012," Dec","Winnipeg"," $58.29","Revenue per Available Room"
"21450",2012," Dec","Greater Montreal"," $62.79","Revenue per Available Room"
"21451",2012," Dec","Downtown Montreal"," $63.3","Revenue per Available Room"
"21452",2012," Dec","Montreal Airport Laval"," $64.75","Revenue per Available Room"
"21453",2012," Dec","Greater Quebec City"," $61.78","Revenue per Available Room"
"21454",2012," Dec","Moncton"," $41.26","Revenue per Available Room"
"21455",2012," Dec","Halifax Dartmouth"," $45.59","Revenue per Available Room"
"21456",2012," Dec","St Johns"," $69.86","Revenue per Available Room"
"21457",2012," Dec","Canada"," $57.32","Revenue per Available Room"
"21458",2012," Dec","British Columbia"," $55.94","Revenue per Available Room"
"21459",2012," Dec","Manitoba"," $53.25","Revenue per Available Room"
"21460",2012," Dec","New Brunswick"," $34.8","Revenue per Available Room"
"21461",2012," Dec","Nova Scotia"," $40.94","Revenue per Available Room"
"21462",2012," Dec","Ontario"," $52.6","Revenue per Available Room"
"21463",2012," Dec","Quebec"," $65.67","Revenue per Available Room"
"21464",2012," Dec","Saskatchewan"," $64.2","Revenue per Available Room"
"21465",2012," Dec","Newfoundland"," $61.23","Revenue per Available Room"
"21466",2012," Feb","Southern Ontario"," $101.19","Average Daily Rate"
"21467",2012," Feb","Kitchener Waterloo Cambridge Guelph"," $100.37","Average Daily Rate"
"21468",2012," Feb","Hamilton Brantford"," $93.85","Average Daily Rate"
"21469",2012," Feb","North Eastern Ontario"," $109.11","Average Daily Rate"
"21470",2012," Feb","North Bay"," $109.57","Average Daily Rate"
"21471",2012," Feb","Sudbury"," $112.74","Average Daily Rate"
"21472",2012," Feb","North Central Ontario"," $0","Average Daily Rate"
"21473",2012," Feb","Sault Ste Marie"," $100.17","Average Daily Rate"
"21474",2012," Feb","North Western Ontario"," $97.18","Average Daily Rate"
"21475",2012," Feb","Thunder Bay"," $94.99","Average Daily Rate"
"21476",2012," Feb","Greater Toronto Area"," $126.96","Average Daily Rate"
"21477",2012," Feb","Downtown Toronto"," $148.41","Average Daily Rate"
"21478",2012," Feb","Toronto Airport"," $115.81","Average Daily Rate"
"21479",2012," Feb","GTA West"," $107.44","Average Daily Rate"
"21480",2012," Feb","GTA East North"," $112.88","Average Daily Rate"
"21481",2012," Feb","London"," $100.35","Average Daily Rate"
"21482",2012," Feb","Windsor"," $96.98","Average Daily Rate"
"21483",2012," Feb","Niagara Falls"," $106.57","Average Daily Rate"
"21484",2012," Feb","Other Niagara Region"," $88.48","Average Daily Rate"
"21485",2012," Feb","Other Southern Ontario"," $100.99","Average Daily Rate"
"21486",2012," Feb","Eastern Ontario"," $103.6","Average Daily Rate"
"21487",2012," Feb","Kingston"," $103.51","Average Daily Rate"
"21488",2012," Feb","Other Eastern Ontario"," $103.65","Average Daily Rate"
"21489",2012," Feb","Ottawa"," $145.5","Average Daily Rate"
"21490",2012," Feb","Downtown Ottawa"," $151.56","Average Daily Rate"
"21491",2012," Feb","Ottawa West"," $136.71","Average Daily Rate"
"21492",2012," Feb","Ottawa East"," $112.36","Average Daily Rate"
"21493",2012," Feb","Greater Vancouver"," $120.84","Average Daily Rate"
"21494",2012," Feb","Central Ontario"," $124.35","Average Daily Rate"
"21495",2012," Feb","Downtown Vancouver"," $133.53","Average Daily Rate"
"21496",2012," Feb","Vancouver Island"," $99.57","Average Daily Rate"
"21497",2012," Feb","Whistler Resort Area"," $249.63","Average Daily Rate"
"21498",2012," Feb","Alberta Resorts"," $165.43","Average Daily Rate"
"21499",2012," Feb","Calgary"," $149.72","Average Daily Rate"
"21500",2012," Feb","Edmonton"," $123.04","Average Daily Rate"
"21501",2012," Feb","Regina"," $119.06","Average Daily Rate"
"21502",2012," Feb","Winnipeg"," $119.74","Average Daily Rate"
"21503",2012," Feb","Greater Montreal"," $129.28","Average Daily Rate"
"21504",2012," Feb","Downtown Montreal"," $135.47","Average Daily Rate"
"21505",2012," Feb","Montreal Airport Laval"," $120.06","Average Daily Rate"
"21506",2012," Feb","Greater Quebec City"," $133.22","Average Daily Rate"
"21507",2012," Feb","Moncton"," $116.4","Average Daily Rate"
"21508",2012," Feb","Halifax Dartmouth"," $114.55","Average Daily Rate"
"21509",2012," Feb","St Johns"," $128.97","Average Daily Rate"
"21510",2012," Feb","Canada"," $125.3","Average Daily Rate"
"21511",2012," Feb","British Columbia"," $125.12","Average Daily Rate"
"21512",2012," Feb","Manitoba"," $114.93","Average Daily Rate"
"21513",2012," Feb","New Brunswick"," $107.31","Average Daily Rate"
"21514",2012," Feb","Nova Scotia"," $110.73","Average Daily Rate"
"21515",2012," Feb","Ontario"," $121.38","Average Daily Rate"
"21516",2012," Feb","Quebec"," $133.91","Average Daily Rate"
"21517",2012," Feb","Saskatchewan"," $123.41","Average Daily Rate"
"21518",2012," Feb","Newfoundland"," $124.05","Average Daily Rate"
"21519",2012," Feb","Southern Ontario"," 43.9%","Hotel Occupancy Rate"
"21520",2012," Feb","Kitchener Waterloo Cambridge Guelph"," 53.1%","Hotel Occupancy Rate"
"21521",2012," Feb","Hamilton Brantford"," 52%","Hotel Occupancy Rate"
"21522",2012," Feb","North Eastern Ontario"," 57.3%","Hotel Occupancy Rate"
"21523",2012," Feb","North Bay"," 52.6%","Hotel Occupancy Rate"
"21524",2012," Feb","Sudbury"," 59%","Hotel Occupancy Rate"
"21525",2012," Feb","North Central Ontario"," 0%","Hotel Occupancy Rate"
"21526",2012," Feb","Sault Ste Marie"," 43%","Hotel Occupancy Rate"
"21527",2012," Feb","North Western Ontario"," 59.1%","Hotel Occupancy Rate"
"21528",2012," Feb","Thunder Bay"," 65.1%","Hotel Occupancy Rate"
"21529",2012," Feb","Greater Toronto Area"," 60.2%","Hotel Occupancy Rate"
"21530",2012," Feb","Downtown Toronto"," 63%","Hotel Occupancy Rate"
"21531",2012," Feb","Toronto Airport"," 71%","Hotel Occupancy Rate"
"21532",2012," Feb","GTA West"," 56.4%","Hotel Occupancy Rate"
"21533",2012," Feb","GTA East North"," 50.8%","Hotel Occupancy Rate"
"21534",2012," Feb","London"," 53.4%","Hotel Occupancy Rate"
"21535",2012," Feb","Windsor"," 43.4%","Hotel Occupancy Rate"
"21536",2012," Feb","Niagara Falls"," 39.4%","Hotel Occupancy Rate"
"21537",2012," Feb","Other Niagara Region"," 35.3%","Hotel Occupancy Rate"
"21538",2012," Feb","Other Southern Ontario"," 34.8%","Hotel Occupancy Rate"
"21539",2012," Feb","Eastern Ontario"," 47.3%","Hotel Occupancy Rate"
"21540",2012," Feb","Kingston"," 48.4%","Hotel Occupancy Rate"
"21541",2012," Feb","Other Eastern Ontario"," 46.8%","Hotel Occupancy Rate"
"21542",2012," Feb","Ottawa"," 76%","Hotel Occupancy Rate"
"21543",2012," Feb","Downtown Ottawa"," 77.2%","Hotel Occupancy Rate"
"21544",2012," Feb","Ottawa West"," 75.8%","Hotel Occupancy Rate"
"21545",2012," Feb","Ottawa East"," 66.9%","Hotel Occupancy Rate"
"21546",2012," Feb","Greater Vancouver"," 57.2%","Hotel Occupancy Rate"
"21547",2012," Feb","Central Ontario"," 42.7%","Hotel Occupancy Rate"
"21548",2012," Feb","Downtown Vancouver"," 61.5%","Hotel Occupancy Rate"
"21549",2012," Feb","Vancouver Island"," 49.6%","Hotel Occupancy Rate"
"21550",2012," Feb","Whistler Resort Area"," 78.2%","Hotel Occupancy Rate"
"21551",2012," Feb","Alberta Resorts"," 44.6%","Hotel Occupancy Rate"
"21552",2012," Feb","Calgary"," 63.8%","Hotel Occupancy Rate"
"21553",2012," Feb","Edmonton"," 67.2%","Hotel Occupancy Rate"
"21554",2012," Feb","Regina"," 66.2%","Hotel Occupancy Rate"
"21555",2012," Feb","Winnipeg"," 68.7%","Hotel Occupancy Rate"
"21556",2012," Feb","Greater Montreal"," 59.7%","Hotel Occupancy Rate"
"21557",2012," Feb","Downtown Montreal"," 58.5%","Hotel Occupancy Rate"
"21558",2012," Feb","Montreal Airport Laval"," 62.2%","Hotel Occupancy Rate"
"21559",2012," Feb","Greater Quebec City"," 63.1%","Hotel Occupancy Rate"
"21560",2012," Feb","Moncton"," 55%","Hotel Occupancy Rate"
"21561",2012," Feb","Halifax Dartmouth"," 53.3%","Hotel Occupancy Rate"
"21562",2012," Feb","St Johns"," 58.4%","Hotel Occupancy Rate"
"21563",2012," Feb","Canada"," 56.9%","Hotel Occupancy Rate"
"21564",2012," Feb","British Columbia"," 53%","Hotel Occupancy Rate"
"21565",2012," Feb","Manitoba"," 64.1%","Hotel Occupancy Rate"
"21566",2012," Feb","New Brunswick"," 47.8%","Hotel Occupancy Rate"
"21567",2012," Feb","Nova Scotia"," 51.3%","Hotel Occupancy Rate"
"21568",2012," Feb","Ontario"," 55.5%","Hotel Occupancy Rate"
"21569",2012," Feb","Quebec"," 60%","Hotel Occupancy Rate"
"21570",2012," Feb","Saskatchewan"," 65%","Hotel Occupancy Rate"
"21571",2012," Feb","Newfoundland"," 57.2%","Hotel Occupancy Rate"
"21572",2012," Feb","Southern Ontario"," $44.41","Revenue per Available Room"
"21573",2012," Feb","Kitchener Waterloo Cambridge Guelph"," $53.26","Revenue per Available Room"
"21574",2012," Feb","Hamilton Brantford"," $48.79","Revenue per Available Room"
"21575",2012," Feb","North Eastern Ontario"," $62.55","Revenue per Available Room"
"21576",2012," Feb","North Bay"," $57.65","Revenue per Available Room"
"21577",2012," Feb","Sudbury"," $66.46","Revenue per Available Room"
"21578",2012," Feb","North Central Ontario"," $0","Revenue per Available Room"
"21579",2012," Feb","Sault Ste Marie"," $43.1","Revenue per Available Room"
"21580",2012," Feb","North Western Ontario"," $57.48","Revenue per Available Room"
"21581",2012," Feb","Thunder Bay"," $61.81","Revenue per Available Room"
"21582",2012," Feb","Greater Toronto Area"," $76.42","Revenue per Available Room"
"21583",2012," Feb","Downtown Toronto"," $93.53","Revenue per Available Room"
"21584",2012," Feb","Toronto Airport"," $82.19","Revenue per Available Room"
"21585",2012," Feb","GTA West"," $60.61","Revenue per Available Room"
"21586",2012," Feb","GTA East North"," $57.32","Revenue per Available Room"
"21587",2012," Feb","London"," $53.62","Revenue per Available Room"
"21588",2012," Feb","Windsor"," $42.05","Revenue per Available Room"
"21589",2012," Feb","Niagara Falls"," $41.94","Revenue per Available Room"
"21590",2012," Feb","Other Niagara Region"," $31.21","Revenue per Available Room"
"21591",2012," Feb","Other Southern Ontario"," $35.13","Revenue per Available Room"
"21592",2012," Feb","Eastern Ontario"," $49.04","Revenue per Available Room"
"21593",2012," Feb","Kingston"," $50.06","Revenue per Available Room"
"21594",2012," Feb","Other Eastern Ontario"," $48.52","Revenue per Available Room"
"21595",2012," Feb","Ottawa"," $110.53","Revenue per Available Room"
"21596",2012," Feb","Downtown Ottawa"," $116.98","Revenue per Available Room"
"21597",2012," Feb","Ottawa West"," $103.65","Revenue per Available Room"
"21598",2012," Feb","Ottawa East"," $75.2","Revenue per Available Room"
"21599",2012," Feb","Greater Vancouver"," $69.09","Revenue per Available Room"
"21600",2012," Feb","Central Ontario"," $53.13","Revenue per Available Room"
"21601",2012," Feb","Downtown Vancouver"," $82.13","Revenue per Available Room"
"21602",2012," Feb","Vancouver Island"," $49.37","Revenue per Available Room"
"21603",2012," Feb","Whistler Resort Area"," $195.18","Revenue per Available Room"
"21604",2012," Feb","Alberta Resorts"," $73.75","Revenue per Available Room"
"21605",2012," Feb","Calgary"," $95.58","Revenue per Available Room"
"21606",2012," Feb","Edmonton"," $82.72","Revenue per Available Room"
"21607",2012," Feb","Regina"," $78.82","Revenue per Available Room"
"21608",2012," Feb","Winnipeg"," $82.26","Revenue per Available Room"
"21609",2012," Feb","Greater Montreal"," $77.15","Revenue per Available Room"
"21610",2012," Feb","Downtown Montreal"," $79.3","Revenue per Available Room"
"21611",2012," Feb","Montreal Airport Laval"," $74.63","Revenue per Available Room"
"21612",2012," Feb","Greater Quebec City"," $84.07","Revenue per Available Room"
"21613",2012," Feb","Moncton"," $64.02","Revenue per Available Room"
"21614",2012," Feb","Halifax Dartmouth"," $61.06","Revenue per Available Room"
"21615",2012," Feb","St Johns"," $75.27","Revenue per Available Room"
"21616",2012," Feb","Canada"," $71.33","Revenue per Available Room"
"21617",2012," Feb","British Columbia"," $66.36","Revenue per Available Room"
"21618",2012," Feb","Manitoba"," $73.7","Revenue per Available Room"
"21619",2012," Feb","New Brunswick"," $51.25","Revenue per Available Room"
"21620",2012," Feb","Nova Scotia"," $56.85","Revenue per Available Room"
"21621",2012," Feb","Ontario"," $67.36","Revenue per Available Room"
"21622",2012," Feb","Quebec"," $80.39","Revenue per Available Room"
"21623",2012," Feb","Saskatchewan"," $80.16","Revenue per Available Room"
"21624",2012," Feb","Newfoundland"," $70.92","Revenue per Available Room"
"21625",2012," Jan","Southern Ontario"," $96.7","Average Daily Rate"
"21626",2012," Jan","Kitchener Waterloo Cambridge Guelph"," $102.16","Average Daily Rate"
"21627",2012," Jan","Hamilton Brantford"," $92.93","Average Daily Rate"
"21628",2012," Jan","North Eastern Ontario"," $106.98","Average Daily Rate"
"21629",2012," Jan","North Bay"," $105.16","Average Daily Rate"
"21630",2012," Jan","Sudbury"," $111.84","Average Daily Rate"
"21631",2012," Jan","North Central Ontario"," $0","Average Daily Rate"
"21632",2012," Jan","Sault Ste Marie"," $99.81","Average Daily Rate"
"21633",2012," Jan","North Western Ontario"," $95.67","Average Daily Rate"
"21634",2012," Jan","Thunder Bay"," $94.25","Average Daily Rate"
"21635",2012," Jan","Greater Toronto Area"," $124.26","Average Daily Rate"
"21636",2012," Jan","Downtown Toronto"," $144.73","Average Daily Rate"
"21637",2012," Jan","Toronto Airport"," $115.93","Average Daily Rate"
"21638",2012," Jan","GTA West"," $106.23","Average Daily Rate"
"21639",2012," Jan","GTA East North"," $110.78","Average Daily Rate"
"21640",2012," Jan","London"," $98.17","Average Daily Rate"
"21641",2012," Jan","Windsor"," $93.09","Average Daily Rate"
"21642",2012," Jan","Niagara Falls"," $95.72","Average Daily Rate"
"21643",2012," Jan","Other Niagara Region"," $86.86","Average Daily Rate"
"21644",2012," Jan","Other Southern Ontario"," $99.53","Average Daily Rate"
"21645",2012," Jan","Eastern Ontario"," $100.37","Average Daily Rate"
"21646",2012," Jan","Kingston"," $103.4","Average Daily Rate"
"21647",2012," Jan","Other Eastern Ontario"," $98.61","Average Daily Rate"
"21648",2012," Jan","Ottawa"," $139.45","Average Daily Rate"
"21649",2012," Jan","Downtown Ottawa"," $142.72","Average Daily Rate"
"21650",2012," Jan","Ottawa West"," $136.32","Average Daily Rate"
"21651",2012," Jan","Ottawa East"," $113.33","Average Daily Rate"
"21652",2012," Jan","Greater Vancouver"," $117.93","Average Daily Rate"
"21653",2012," Jan","Central Ontario"," $117.63","Average Daily Rate"
"21654",2012," Jan","Downtown Vancouver"," $129.19","Average Daily Rate"
"21655",2012," Jan","Vancouver Island"," $93.85","Average Daily Rate"
"21656",2012," Jan","Whistler Resort Area"," $241.07","Average Daily Rate"
"21657",2012," Jan","Alberta Resorts"," $150","Average Daily Rate"
"21658",2012," Jan","Calgary"," $142.55","Average Daily Rate"
"21659",2012," Jan","Edmonton"," $119.87","Average Daily Rate"
"21660",2012," Jan","Regina"," $121.74","Average Daily Rate"
"21661",2012," Jan","Winnipeg"," $114.64","Average Daily Rate"
"21662",2012," Jan","Greater Montreal"," $125.62","Average Daily Rate"
"21663",2012," Jan","Downtown Montreal"," $131.23","Average Daily Rate"
"21664",2012," Jan","Montreal Airport Laval"," $118.64","Average Daily Rate"
"21665",2012," Jan","Greater Quebec City"," $122.27","Average Daily Rate"
"21666",2012," Jan","Moncton"," $115.68","Average Daily Rate"
"21667",2012," Jan","Halifax Dartmouth"," $111.05","Average Daily Rate"
"21668",2012," Jan","St Johns"," $127.49","Average Daily Rate"
"21669",2012," Jan","Canada"," $121.16","Average Daily Rate"
"21670",2012," Jan","British Columbia"," $120.91","Average Daily Rate"
"21671",2012," Jan","Manitoba"," $111.71","Average Daily Rate"
"21672",2012," Jan","New Brunswick"," $105.61","Average Daily Rate"
"21673",2012," Jan","Nova Scotia"," $107.58","Average Daily Rate"
"21674",2012," Jan","Ontario"," $117.46","Average Daily Rate"
"21675",2012," Jan","Quebec"," $127.84","Average Daily Rate"
"21676",2012," Jan","Saskatchewan"," $124.76","Average Daily Rate"
"21677",2012," Jan","Newfoundland"," $122.86","Average Daily Rate"
"21678",2012," Jan","Southern Ontario"," 38.8%","Hotel Occupancy Rate"
"21679",2012," Jan","Kitchener Waterloo Cambridge Guelph"," 48.6%","Hotel Occupancy Rate"
"21680",2012," Jan","Hamilton Brantford"," 48.5%","Hotel Occupancy Rate"
"21681",2012," Jan","North Eastern Ontario"," 43.6%","Hotel Occupancy Rate"
"21682",2012," Jan","North Bay"," 42.7%","Hotel Occupancy Rate"
"21683",2012," Jan","Sudbury"," 42.6%","Hotel Occupancy Rate"
"21684",2012," Jan","North Central Ontario"," 0%","Hotel Occupancy Rate"
"21685",2012," Jan","Sault Ste Marie"," 34.6%","Hotel Occupancy Rate"
"21686",2012," Jan","North Western Ontario"," 50%","Hotel Occupancy Rate"
"21687",2012," Jan","Thunder Bay"," 53.4%","Hotel Occupancy Rate"
"21688",2012," Jan","Greater Toronto Area"," 54.1%","Hotel Occupancy Rate"
"21689",2012," Jan","Downtown Toronto"," 54%","Hotel Occupancy Rate"
"21690",2012," Jan","Toronto Airport"," 68.2%","Hotel Occupancy Rate"
"21691",2012," Jan","GTA West"," 51.5%","Hotel Occupancy Rate"
"21692",2012," Jan","GTA East North"," 45.3%","Hotel Occupancy Rate"
"21693",2012," Jan","London"," 47.4%","Hotel Occupancy Rate"
"21694",2012," Jan","Windsor"," 37.7%","Hotel Occupancy Rate"
"21695",2012," Jan","Niagara Falls"," 33.2%","Hotel Occupancy Rate"
"21696",2012," Jan","Other Niagara Region"," 31%","Hotel Occupancy Rate"
"21697",2012," Jan","Other Southern Ontario"," 32.8%","Hotel Occupancy Rate"
"21698",2012," Jan","Eastern Ontario"," 42%","Hotel Occupancy Rate"
"21699",2012," Jan","Kingston"," 44.9%","Hotel Occupancy Rate"
"21700",2012," Jan","Other Eastern Ontario"," 40.4%","Hotel Occupancy Rate"
"21701",2012," Jan","Ottawa"," 58%","Hotel Occupancy Rate"
"21702",2012," Jan","Downtown Ottawa"," 59.8%","Hotel Occupancy Rate"
"21703",2012," Jan","Ottawa West"," 56.7%","Hotel Occupancy Rate"
"21704",2012," Jan","Ottawa East"," 46.3%","Hotel Occupancy Rate"
"21705",2012," Jan","Greater Vancouver"," 50.3%","Hotel Occupancy Rate"
"21706",2012," Jan","Central Ontario"," 36.9%","Hotel Occupancy Rate"
"21707",2012," Jan","Downtown Vancouver"," 52.1%","Hotel Occupancy Rate"
"21708",2012," Jan","Vancouver Island"," 37.6%","Hotel Occupancy Rate"
"21709",2012," Jan","Whistler Resort Area"," 75%","Hotel Occupancy Rate"
"21710",2012," Jan","Alberta Resorts"," 35.8%","Hotel Occupancy Rate"
"21711",2012," Jan","Calgary"," 58.2%","Hotel Occupancy Rate"
"21712",2012," Jan","Edmonton"," 51.8%","Hotel Occupancy Rate"
"21713",2012," Jan","Regina"," 60.8%","Hotel Occupancy Rate"
"21714",2012," Jan","Winnipeg"," 55.3%","Hotel Occupancy Rate"
"21715",2012," Jan","Greater Montreal"," 48.9%","Hotel Occupancy Rate"
"21716",2012," Jan","Downtown Montreal"," 45.5%","Hotel Occupancy Rate"
"21717",2012," Jan","Montreal Airport Laval"," 55.8%","Hotel Occupancy Rate"
"21718",2012," Jan","Greater Quebec City"," 44%","Hotel Occupancy Rate"
"21719",2012," Jan","Moncton"," 47.6%","Hotel Occupancy Rate"
"21720",2012," Jan","Halifax Dartmouth"," 41.6%","Hotel Occupancy Rate"
"21721",2012," Jan","St Johns"," 49.8%","Hotel Occupancy Rate"
"21722",2012," Jan","Canada"," 48.5%","Hotel Occupancy Rate"
"21723",2012," Jan","British Columbia"," 45.7%","Hotel Occupancy Rate"
"21724",2012," Jan","Manitoba"," 54.1%","Hotel Occupancy Rate"
"21725",2012," Jan","New Brunswick"," 40.8%","Hotel Occupancy Rate"
"21726",2012," Jan","Nova Scotia"," 41.1%","Hotel Occupancy Rate"
"21727",2012," Jan","Ontario"," 48.1%","Hotel Occupancy Rate"
"21728",2012," Jan","Quebec"," 47.9%","Hotel Occupancy Rate"
"21729",2012," Jan","Saskatchewan"," 58.6%","Hotel Occupancy Rate"
"21730",2012," Jan","Newfoundland"," 47.3%","Hotel Occupancy Rate"
"21731",2012," Jan","Southern Ontario"," $37.5","Revenue per Available Room"
"21732",2012," Jan","Kitchener Waterloo Cambridge Guelph"," $49.66","Revenue per Available Room"
"21733",2012," Jan","Hamilton Brantford"," $45.06","Revenue per Available Room"
"21734",2012," Jan","North Eastern Ontario"," $46.66","Revenue per Available Room"
"21735",2012," Jan","North Bay"," $44.89","Revenue per Available Room"
"21736",2012," Jan","Sudbury"," $47.63","Revenue per Available Room"
"21737",2012," Jan","North Central Ontario"," $0","Revenue per Available Room"
"21738",2012," Jan","Sault Ste Marie"," $34.54","Revenue per Available Room"
"21739",2012," Jan","North Western Ontario"," $47.87","Revenue per Available Room"
"21740",2012," Jan","Thunder Bay"," $50.32","Revenue per Available Room"
"21741",2012," Jan","Greater Toronto Area"," $67.22","Revenue per Available Room"
"21742",2012," Jan","Downtown Toronto"," $78.09","Revenue per Available Room"
"21743",2012," Jan","Toronto Airport"," $79.1","Revenue per Available Room"
"21744",2012," Jan","GTA West"," $54.73","Revenue per Available Room"
"21745",2012," Jan","GTA East North"," $50.19","Revenue per Available Room"
"21746",2012," Jan","London"," $46.5","Revenue per Available Room"
"21747",2012," Jan","Windsor"," $35.06","Revenue per Available Room"
"21748",2012," Jan","Niagara Falls"," $31.82","Revenue per Available Room"
"21749",2012," Jan","Other Niagara Region"," $26.9","Revenue per Available Room"
"21750",2012," Jan","Other Southern Ontario"," $32.67","Revenue per Available Room"
